Vehicle Number,Blacklist Flag,No. of Fines,Color,Fitness Upto,Insurance Upto,Insurance Comp,Maker,Rc Status,Registration Date,RTO,Year of Purchase,Type of Car,Pollution Cert Validity
HR 73 OL 9544,yes,9,Red,01-12-2031,03-05-2029,ICICI LOMBARD,Tata Motors,DEACTIVE,22-07-2020,HR,2006,commercial,04-07-2029
TS 55 JB 9077,yes,1,Black,06-05-2028,24-03-2024,New India Assurance,Maruti Suzuki,ACTIVE,02-01-2016,TS,2005,commercial,25-03-2027
TR 14 YP 2837,yes,8,Silver,15-11-2029,26-03-2033,Oriental Insurance,Toyota,ACTIVE,08-08-2016,TR,2007,commercial,24-10-2030
MH 68 OD 2456,no,0,Red,24-07-2031,04-04-2029,Oriental Insurance,Tata Motors,ACTIVE,28-06-2010,MH,2013,personal,04-03-2031
BR 13 MH 8602,no,0,Green,18-11-2031,02-09-2030,SBI General,Toyota,ACTIVE,07-12-2012,BR,2012,commercial,11-08-2024
AR 34 ZO 4509,no,0,Blue,14-01-2024,17-12-2030,Bajaj Allianz,Toyota,DEACTIVE,26-06-2018,AR,2006,commercial,18-12-2023
SK 91 CZ 6897,no,0,Black,09-05-2027,31-01-2028,Reliance General,Toyota,ACTIVE,07-02-2016,SK,2018,personal,14-03-2024
TN 96 ZW 3515,no,0,White,18-02-2029,18-06-2029,New India Assurance,Toyota,ACTIVE,02-12-2013,TN,2015,personal,12-11-2029
JK 58 UM 1419,yes,8,White,24-03-2030,14-05-2030,Tata AIG,Honda,DEACTIVE,15-03-2022,JK,2009,personal,02-09-2031
UP 98 VF 2927,yes,3,Green,08-01-2025,23-06-2029,Future Generali,Hyundai,ACTIVE,15-01-2022,UP,2019,personal,01-08-2031
TR 85 ZE 9338,no,0,White,31-03-2032,05-06-2026,Future Generali,Toyota,ACTIVE,09-01-2015,TR,2009,personal,19-06-2026
UK 45 KO 5194,yes,5,White,25-01-2030,22-10-2023,Tata AIG,Toyota,DEACTIVE,05-09-2015,UK,2003,personal,16-07-2032
SK 14 WK 5307,yes,2,Red,14-10-2025,28-09-2027,Future Generali,Honda,DEACTIVE,27-08-2019,SK,2000,personal,14-06-2029
OD 70 MI 3505,no,0,White,16-11-2024,24-06-2033,Oriental Insurance,Honda,ACTIVE,17-09-2019,OD,2018,commercial,05-04-2033
TN 34 GT 6432,no,0,Green,09-03-2033,05-09-2028,Future Generali,HERO MOTOCORP LTD,ACTIVE,10-03-2010,TN,2020,commercial,19-02-2024
GA 85 YN 8411,no,0,Silver,15-12-2032,13-07-2027,HDFC ERGO,Hyundai,DEACTIVE,05-05-2013,GA,2015,commercial,12-06-2024
MZ 98 IQ 5370,no,0,Silver,26-07-2025,25-01-2026,ICICI LOMBARD,Toyota,ACTIVE,13-08-2012,MZ,2011,personal,02-12-2027
TS 77 LF 7089,no,0,Green,08-09-2025,24-08-2028,United India Insurance,Maruti Suzuki,ACTIVE,06-12-2014,TS,2009,commercial,16-01-2028
BR 75 BY 3252,yes,4,Yellow,18-07-2033,27-05-2025,Future Generali,Tata Motors,DEACTIVE,14-03-2016,BR,2000,commercial,09-09-2023
HR 64 JZ 3375,yes,5,Yellow,05-07-2028,08-05-2025,Tata AIG,Hyundai,DEACTIVE,22-12-2017,HR,2011,commercial,14-02-2027
UP 33 TA 3663,yes,5,Silver,28-07-2029,10-07-2033,Tata AIG,Toyota,ACTIVE,30-11-2020,UP,2005,personal,30-09-2024
WB 31 JM 1462,yes,8,Silver,19-04-2027,13-03-2024,United India Insurance,Hyundai,ACTIVE,30-06-2017,WB,2000,personal,20-02-2030
TR 37 YS 1204,yes,7,Red,08-11-2031,04-04-2028,Reliance General,HERO MOTOCORP LTD,ACTIVE,03-12-2020,TR,2021,personal,03-08-2030
GA 71 NT 9716,no,0,Black,07-01-2029,15-05-2033,Tata AIG,HERO MOTOCORP LTD,ACTIVE,21-09-2014,GA,2018,commercial,11-09-2027
HR 89 QH 6433,no,0,Silver,26-08-2029,14-12-2032,United India Insurance,Toyota,DEACTIVE,07-05-2015,HR,2009,commercial,10-04-2025
KL 94 BR 3646,yes,6,White,25-09-2024,28-10-2027,SBI General,Hyundai,DEACTIVE,20-05-2010,KL,2002,commercial,01-01-2031
GA 78 YR 1668,no,0,Red,19-05-2030,10-12-2026,HDFC ERGO,Honda,DEACTIVE,25-05-2020,GA,2002,personal,30-06-2032
MZ 35 CO 8053,yes,7,Red,24-03-2033,12-05-2027,Tata AIG,Honda,ACTIVE,21-09-2010,MZ,2011,personal,04-07-2029
ML 16 VN 7018,no,0,Red,15-06-2024,19-10-2031,Tata AIG,Toyota,ACTIVE,27-10-2013,ML,2004,commercial,24-06-2029
GA 98 BG 3988,yes,6,Red,08-05-2025,13-06-2029,Reliance General,Honda,DEACTIVE,01-03-2019,GA,2005,personal,02-02-2029
UK 22 ZI 2907,no,0,Green,06-03-2027,29-08-2031,Reliance General,Honda,ACTIVE,27-06-2010,UK,2012,commercial,19-04-2030
AP 54 QT 8961,no,0,Black,04-04-2033,18-06-2031,SBI General,Maruti Suzuki,DEACTIVE,03-05-2010,AP,2013,personal,20-02-2031
UK 92 ZL 3853,no,0,Yellow,27-10-2029,05-03-2030,Future Generali,Toyota,ACTIVE,05-04-2022,UK,2023,personal,17-08-2026
SK 65 DC 6889,no,0,Green,31-10-2032,08-04-2032,SBI General,Hyundai,DEACTIVE,16-08-2014,SK,2009,commercial,25-08-2026
SK 95 EH 8106,no,0,Yellow,11-06-2033,14-07-2029,Oriental Insurance,Honda,DEACTIVE,24-11-2016,SK,2020,commercial,29-08-2028
JH 63 DG 4109,yes,6,White,27-06-2026,27-10-2029,Bajaj Allianz,Toyota,DEACTIVE,31-01-2019,JH,2018,commercial,30-04-2026
AS 29 PM 2530,yes,5,White,10-09-2032,05-10-2032,Tata AIG,Honda,ACTIVE,05-01-2012,AS,2021,commercial,03-10-2030
MN 32 KR 6717,no,0,Green,22-10-2032,29-12-2030,Tata AIG,Honda,ACTIVE,15-06-2013,MN,2023,commercial,13-07-2030
PB 25 AF 5130,no,0,Yellow,12-12-2023,23-07-2031,Tata AIG,HERO MOTOCORP LTD,ACTIVE,15-01-2017,PB,2018,commercial,20-04-2033
AP 89 RK 3167,no,0,Red,04-11-2026,08-03-2029,Bajaj Allianz,Hyundai,ACTIVE,10-08-2019,AP,2016,personal,02-11-2027
MZ 36 OZ 8062,no,0,Black,04-05-2027,12-06-2033,Bajaj Allianz,Tata Motors,DEACTIVE,05-01-2021,MZ,2020,commercial,16-12-2024
OD 96 CI 9454,yes,7,Green,09-08-2023,07-09-2027,New India Assurance,HERO MOTOCORP LTD,DEACTIVE,31-12-2016,OD,2019,personal,04-03-2025
AP 30 DG 7731,yes,1,Silver,03-01-2033,06-10-2029,SBI General,Tata Motors,DEACTIVE,25-05-2020,AP,2004,commercial,18-12-2024
TN 46 UW 8146,no,0,Black,22-04-2030,02-10-2024,Oriental Insurance,Hyundai,ACTIVE,23-03-2023,TN,2010,commercial,29-10-2028
MN 77 TM 3938,no,0,Green,28-10-2028,03-04-2025,Oriental Insurance,Hyundai,DEACTIVE,20-06-2022,MN,2013,personal,12-08-2027
OD 84 NT 1822,no,0,Green,15-11-2028,13-04-2033,ICICI LOMBARD,Tata Motors,DEACTIVE,20-02-2016,OD,2017,personal,20-05-2024
AP 55 FH 3310,no,0,Silver,10-04-2026,04-10-2030,ICICI LOMBARD,Hyundai,ACTIVE,20-10-2016,AP,2016,personal,12-05-2033
ML 25 EE 5791,yes,4,Yellow,02-05-2031,08-10-2026,Future Generali,Toyota,ACTIVE,16-02-2012,ML,2003,commercial,17-05-2030
TR 61 IV 1533,yes,8,Blue,07-04-2030,19-06-2026,Oriental Insurance,Hyundai,ACTIVE,05-01-2020,TR,2021,commercial,13-10-2026
UP 96 TI 6973,yes,8,Red,07-03-2030,18-03-2029,ICICI LOMBARD,Tata Motors,ACTIVE,25-07-2016,UP,2005,commercial,08-01-2029
MH 55 IM 2987,no,0,White,29-08-2024,25-06-2033,Tata AIG,HERO MOTOCORP LTD,ACTIVE,23-07-2019,MH,2012,personal,07-11-2024
MN 11 NF 7326,yes,9,Green,01-11-2031,07-11-2027,Reliance General,Honda,DEACTIVE,10-08-2010,MN,2012,personal,22-08-2028
UP 95 HU 6203,no,0,Green,10-11-2027,29-12-2030,United India Insurance,HERO MOTOCORP LTD,ACTIVE,07-03-2016,UP,2007,commercial,20-10-2029
CG 91 LT 3280,no,0,Green,25-07-2029,07-04-2028,Bajaj Allianz,Toyota,DEACTIVE,23-06-2010,CG,2012,commercial,31-05-2032
HP 11 KU 7244,yes,7,Silver,21-08-2032,02-01-2028,New India Assurance,Hyundai,DEACTIVE,14-05-2016,HP,2002,personal,28-03-2033
WB 36 XW 5232,no,0,Silver,01-10-2028,24-12-2028,Future Generali,Honda,ACTIVE,02-07-2014,WB,2009,commercial,14-12-2028
RJ 51 YI 9837,yes,6,Blue,01-11-2023,13-04-2030,SBI General,Toyota,DEACTIVE,19-02-2019,RJ,2010,personal,20-12-2030
ML 52 ST 1319,yes,6,Red,20-08-2026,04-07-2032,Reliance General,Toyota,ACTIVE,05-10-2010,ML,2020,commercial,24-05-2030
KL 61 WP 2306,no,0,Yellow,14-06-2033,13-02-2024,New India Assurance,Toyota,ACTIVE,02-12-2015,KL,2001,commercial,23-03-2032
PB 84 BI 1296,yes,9,White,20-02-2032,01-05-2033,SBI General,Honda,DEACTIVE,18-01-2013,PB,2015,personal,08-04-2024
NL 86 DZ 4037,yes,5,Red,27-11-2028,05-01-2029,Reliance General,Maruti Suzuki,DEACTIVE,20-12-2013,NL,2021,personal,18-06-2030
AS 53 CW 2795,yes,10,Black,29-08-2024,18-05-2029,HDFC ERGO,Honda,ACTIVE,02-09-2018,AS,2007,commercial,20-05-2027
WB 21 AN 7128,yes,6,Green,11-05-2026,10-05-2030,New India Assurance,Maruti Suzuki,ACTIVE,26-09-2022,WB,2014,personal,31-10-2027
GJ 91 CK 1855,no,0,Blue,28-10-2026,15-04-2028,HDFC ERGO,Hyundai,ACTIVE,21-11-2010,GJ,2010,commercial,11-11-2023
KL 31 NX 6813,yes,8,Red,03-09-2028,29-09-2026,HDFC ERGO,Honda,DEACTIVE,12-02-2010,KL,2009,commercial,04-04-2027
OD 89 GL 5526,no,0,Black,29-01-2033,11-04-2028,Bajaj Allianz,HERO MOTOCORP LTD,DEACTIVE,21-10-2016,OD,2012,commercial,30-08-2027
MH 60 QN 6323,no,0,White,18-02-2033,02-06-2030,Future Generali,Tata Motors,ACTIVE,12-10-2022,MH,2013,personal,31-03-2025
SK 65 CE 9471,yes,1,Blue,03-06-2031,18-01-2028,Reliance General,HERO MOTOCORP LTD,DEACTIVE,22-12-2022,SK,2017,commercial,29-06-2024
KL 23 MK 3288,no,0,Silver,24-03-2029,13-02-2027,United India Insurance,HERO MOTOCORP LTD,DEACTIVE,29-12-2015,KL,2022,commercial,13-10-2023
JK 29 TS 2102,no,0,Green,28-09-2027,27-11-2030,New India Assurance,Toyota,ACTIVE,13-07-2017,JK,2007,commercial,14-10-2028
OD 97 EB 3508,yes,5,Red,27-08-2028,04-05-2025,ICICI LOMBARD,Honda,DEACTIVE,14-12-2014,OD,2003,commercial,22-12-2031
MZ 57 UB 9383,no,0,Red,17-01-2027,11-07-2024,ICICI LOMBARD,HERO MOTOCORP LTD,ACTIVE,21-03-2014,MZ,2003,personal,04-04-2025
HR 41 PI 4214,yes,8,Green,11-02-2025,06-01-2032,Tata AIG,HERO MOTOCORP LTD,ACTIVE,21-01-2016,HR,2021,commercial,25-10-2031
RJ 94 ZI 4471,no,0,White,07-08-2026,17-07-2030,United India Insurance,Hyundai,ACTIVE,19-04-2013,RJ,2007,commercial,31-01-2031
KA 99 RC 4999,no,0,Green,23-04-2032,24-05-2024,Reliance General,Tata Motors,ACTIVE,22-02-2013,KA,2000,personal,20-12-2023
MH 56 JL 4035,yes,5,Green,12-03-2024,13-03-2027,HDFC ERGO,HERO MOTOCORP LTD,DEACTIVE,03-01-2011,MH,2004,personal,18-04-2032
AP 26 AB 8180,yes,10,White,03-05-2033,04-10-2025,Future Generali,HERO MOTOCORP LTD,DEACTIVE,18-04-2010,AP,2000,commercial,15-09-2032
OD 98 YQ 3315,yes,3,Silver,31-05-2025,01-01-2026,Reliance General,HERO MOTOCORP LTD,DEACTIVE,26-12-2011,OD,2020,commercial,24-06-2033
MP 19 HM 8406,no,0,Green,05-11-2023,12-04-2026,SBI General,Honda,DEACTIVE,02-05-2011,MP,2021,personal,02-10-2027
CG 46 GX 8800,yes,2,Blue,31-08-2029,30-01-2025,Reliance General,Toyota,DEACTIVE,08-09-2017,CG,2019,commercial,20-10-2023
BR 93 RG 9247,yes,9,Yellow,19-08-2031,26-03-2032,New India Assurance,Tata Motors,ACTIVE,13-10-2014,BR,2008,personal,06-02-2027
HP 76 HL 6013,no,0,Red,06-09-2032,13-10-2030,Oriental Insurance,Honda,ACTIVE,27-01-2012,HP,2010,personal,23-04-2033
HP 12 XY 7476,no,0,Blue,06-12-2023,21-04-2026,United India Insurance,Hyundai,DEACTIVE,02-11-2019,HP,2021,personal,03-01-2029
JK 79 ML 7906,yes,1,White,07-10-2024,20-05-2033,Tata AIG,HERO MOTOCORP LTD,ACTIVE,28-03-2012,JK,2005,personal,17-08-2026
OD 41 KJ 4992,no,0,Silver,04-05-2029,11-10-2031,Oriental Insurance,Honda,ACTIVE,03-10-2017,OD,2014,personal,16-01-2033
PB 56 WG 6456,no,0,Blue,06-11-2024,10-06-2028,United India Insurance,HERO MOTOCORP LTD,DEACTIVE,01-01-2014,PB,2006,commercial,13-09-2028
NL 63 XH 6935,yes,5,Yellow,05-05-2029,23-07-2024,Bajaj Allianz,Honda,ACTIVE,30-10-2013,NL,2023,personal,21-02-2027
JK 61 TM 3718,yes,4,Green,04-12-2023,29-07-2024,Reliance General,Maruti Suzuki,DEACTIVE,12-03-2022,JK,2016,commercial,14-09-2023
TR 64 WH 8322,yes,1,Blue,23-04-2028,19-06-2025,Tata AIG,HERO MOTOCORP LTD,ACTIVE,17-07-2020,TR,2017,personal,10-08-2026
UP 34 MD 8007,no,0,Black,28-10-2031,03-09-2026,Future Generali,Tata Motors,ACTIVE,02-02-2018,UP,2016,commercial,10-12-2029
AR 21 YI 5168,yes,2,Red,18-04-2029,02-07-2027,HDFC ERGO,Toyota,ACTIVE,13-09-2013,AR,2000,personal,22-11-2024
GJ 14 SX 2983,no,0,White,20-12-2028,11-07-2026,New India Assurance,Toyota,DEACTIVE,04-05-2023,GJ,2013,commercial,27-02-2026
TN 51 YZ 6871,no,0,Yellow,12-09-2031,09-04-2029,SBI General,Hyundai,DEACTIVE,19-08-2011,TN,2002,personal,31-10-2023
JH 98 ME 6523,no,0,Silver,31-03-2030,21-08-2029,United India Insurance,Hyundai,ACTIVE,31-12-2010,JH,2015,commercial,05-04-2032
WB 43 SB 3584,no,0,Green,27-06-2025,17-12-2031,HDFC ERGO,Hyundai,ACTIVE,24-10-2022,WB,2001,commercial,02-05-2033
AR 90 LV 8639,yes,1,Silver,22-09-2023,16-01-2027,Future Generali,Tata Motors,ACTIVE,04-12-2011,AR,2011,personal,15-10-2026
GJ 11 LI 2605,no,0,Blue,01-01-2024,03-05-2031,SBI General,HERO MOTOCORP LTD,ACTIVE,07-10-2018,GJ,2009,commercial,07-06-2029
NL 24 JD 4963,yes,4,White,06-05-2030,22-11-2029,New India Assurance,Tata Motors,DEACTIVE,22-05-2022,NL,2002,personal,24-06-2031
KL 26 DZ 5443,no,0,White,08-06-2025,16-05-2025,SBI General,Tata Motors,ACTIVE,30-05-2014,KL,2003,commercial,28-06-2027
UK 41 UE 6909,no,0,White,02-04-2025,31-05-2029,United India Insurance,Toyota,ACTIVE,05-12-2014,UK,2016,personal,12-01-2024
TN 30 FN 1389,yes,9,Blue,18-08-2029,15-10-2029,New India Assurance,HERO MOTOCORP LTD,ACTIVE,27-03-2021,TN,2006,personal,17-10-2027
OD 48 IL 2986,yes,4,Red,03-07-2028,27-12-2026,SBI General,Maruti Suzuki,ACTIVE,26-01-2013,OD,2008,personal,05-06-2024
MH 27 LM 7881,yes,6,Green,22-05-2024,10-06-2027,Bajaj Allianz,HERO MOTOCORP LTD,ACTIVE,29-05-2018,MH,2005,commercial,21-07-2024
JK 90 TE 6141,no,0,Yellow,07-11-2026,18-01-2030,New India Assurance,Toyota,ACTIVE,08-02-2022,JK,2006,personal,23-12-2025
PB 65 YN 4469,yes,3,Green,26-10-2026,07-04-2030,Tata AIG,Maruti Suzuki,DEACTIVE,09-07-2018,PB,2000,commercial,10-10-2031
OD 71 MS 5602,no,0,Yellow,24-03-2031,20-02-2029,SBI General,Toyota,DEACTIVE,17-09-2012,OD,2013,commercial,22-05-2027
JK 30 NZ 7376,yes,4,White,04-04-2027,13-10-2031,Tata AIG,HERO MOTOCORP LTD,DEACTIVE,08-12-2014,JK,2004,personal,24-02-2032
MP 47 SV 6775,yes,1,Yellow,16-08-2023,16-10-2031,United India Insurance,Maruti Suzuki,ACTIVE,02-08-2017,MP,2008,personal,17-06-2033
HP 18 XB 3606,no,0,Black,13-10-2023,26-08-2028,Tata AIG,Tata Motors,DEACTIVE,27-12-2020,HP,2012,personal,12-05-2033
PB 89 GY 6629,yes,3,Black,07-05-2026,18-08-2024,Tata AIG,HERO MOTOCORP LTD,ACTIVE,03-10-2022,PB,2017,commercial,21-09-2025
NL 73 XB 7800,no,0,Red,05-12-2028,13-06-2029,United India Insurance,Honda,DEACTIVE,26-03-2010,NL,2017,commercial,18-06-2030
NL 36 DN 1062,no,0,Green,14-02-2027,17-07-2029,Reliance General,Tata Motors,DEACTIVE,05-04-2020,NL,2009,personal,10-04-2033
WB 49 KL 2338,yes,7,Black,10-11-2025,08-02-2024,Tata AIG,Maruti Suzuki,ACTIVE,24-12-2015,WB,2023,personal,22-08-2023
MP 70 ZC 8197,yes,8,White,30-11-2032,24-07-2033,HDFC ERGO,Tata Motors,ACTIVE,11-11-2015,MP,2013,personal,08-12-2032
JH 94 OD 5826,yes,6,Black,12-03-2030,24-10-2027,Future Generali,Tata Motors,ACTIVE,28-10-2012,JH,2008,personal,07-08-2028
AP 92 RJ 6706,no,0,Silver,05-07-2030,18-01-2026,New India Assurance,Hyundai,ACTIVE,15-07-2010,AP,2003,personal,03-09-2030
KL 18 GL 2535,yes,3,Red,19-05-2027,12-11-2028,ICICI LOMBARD,Maruti Suzuki,ACTIVE,04-01-2020,KL,2016,commercial,09-07-2024
KA 20 QF 7737,yes,3,Black,14-03-2032,18-12-2025,HDFC ERGO,Tata Motors,ACTIVE,06-03-2018,KA,2000,personal,14-10-2024
PB 81 OZ 2277,no,0,Red,19-12-2023,13-09-2027,New India Assurance,Hyundai,ACTIVE,10-02-2014,PB,2020,commercial,30-04-2027
TR 14 MM 5931,no,0,Black,12-08-2031,20-02-2025,SBI General,Tata Motors,DEACTIVE,19-01-2017,TR,2009,personal,29-07-2029
OD 61 AT 3753,yes,3,Yellow,25-02-2033,11-07-2024,ICICI LOMBARD,HERO MOTOCORP LTD,ACTIVE,10-03-2015,OD,2023,personal,27-12-2030
TR 54 FE 5605,yes,4,Black,16-01-2027,19-03-2027,SBI General,Honda,ACTIVE,31-08-2018,TR,2013,commercial,12-05-2033
MP 86 JY 8519,no,0,Red,07-11-2025,04-05-2030,Bajaj Allianz,Hyundai,DEACTIVE,05-04-2020,MP,2011,commercial,27-04-2025
MH 13 IC 9503,yes,6,Yellow,20-10-2032,17-03-2025,Oriental Insurance,Honda,DEACTIVE,24-09-2010,MH,2022,commercial,28-05-2029
CG 14 LH 6596,yes,8,Black,24-02-2031,25-12-2032,United India Insurance,Maruti Suzuki,DEACTIVE,23-12-2013,CG,2020,personal,10-12-2026
PB 12 NW 6883,no,0,White,06-07-2025,12-04-2031,Reliance General,Honda,ACTIVE,10-08-2022,PB,2014,personal,17-12-2031
ML 54 MX 2062,yes,8,White,07-03-2025,28-03-2026,New India Assurance,Tata Motors,DEACTIVE,01-08-2017,ML,2004,commercial,22-05-2025
AP 73 RV 7876,no,0,Red,31-08-2030,14-12-2027,United India Insurance,Hyundai,DEACTIVE,04-05-2010,AP,2012,commercial,08-07-2026
ML 88 BX 7348,yes,9,Blue,15-06-2032,01-09-2030,ICICI LOMBARD,Toyota,DEACTIVE,09-11-2014,ML,2015,commercial,29-05-2027
BR 55 HP 5014,yes,8,Silver,13-11-2031,09-04-2025,United India Insurance,HERO MOTOCORP LTD,DEACTIVE,21-09-2020,BR,2006,commercial,18-01-2033
JK 27 ZQ 4498,no,0,Red,16-09-2026,22-07-2026,Reliance General,Honda,ACTIVE,05-04-2010,JK,2014,personal,17-09-2028
JH 37 PI 6721,yes,10,White,31-03-2026,31-10-2027,ICICI LOMBARD,Honda,ACTIVE,11-03-2021,JH,2003,commercial,10-06-2033
NL 99 XN 7039,yes,2,White,14-01-2028,09-12-2028,Oriental Insurance,Toyota,ACTIVE,14-11-2021,NL,2018,commercial,18-06-2024
AP 42 UZ 2316,yes,1,Yellow,11-06-2024,21-12-2025,ICICI LOMBARD,Tata Motors,DEACTIVE,19-09-2018,AP,2000,commercial,09-02-2032
SK 49 PD 6351,no,0,White,09-02-2026,29-03-2032,Tata AIG,HERO MOTOCORP LTD,DEACTIVE,14-12-2018,SK,2020,commercial,27-04-2027
JH 93 MS 5720,no,0,Silver,30-11-2026,04-07-2024,New India Assurance,HERO MOTOCORP LTD,DEACTIVE,07-01-2017,JH,2019,commercial,10-09-2030
TR 13 AV 1575,yes,9,Green,12-01-2026,22-01-2031,HDFC ERGO,Toyota,DEACTIVE,01-04-2022,TR,2012,personal,22-07-2028
RJ 19 TM 9649,yes,8,Blue,24-05-2027,30-09-2027,SBI General,Honda,DEACTIVE,08-10-2016,RJ,2006,commercial,26-02-2026
SK 82 TL 4638,no,0,Blue,09-04-2032,30-11-2032,United India Insurance,Honda,ACTIVE,12-09-2012,SK,2010,personal,27-02-2029
ML 47 BY 7141,yes,4,Red,17-11-2028,11-08-2027,Oriental Insurance,Maruti Suzuki,DEACTIVE,10-05-2020,ML,2011,commercial,05-10-2028
BR 36 UA 3320,yes,6,Red,31-12-2027,11-04-2029,United India Insurance,HERO MOTOCORP LTD,ACTIVE,24-07-2011,BR,2004,commercial,13-04-2024
OD 50 DQ 9133,no,0,Silver,12-09-2027,03-09-2024,ICICI LOMBARD,Maruti Suzuki,ACTIVE,28-11-2021,OD,2011,commercial,22-10-2024
AS 13 EG 2846,no,0,White,05-03-2027,05-08-2032,ICICI LOMBARD,Tata Motors,ACTIVE,22-09-2010,AS,2017,personal,07-11-2029
JK 97 NK 4485,yes,3,Red,10-08-2032,04-01-2032,New India Assurance,Honda,DEACTIVE,02-01-2018,JK,2015,commercial,20-04-2027
MH 69 NV 6301,no,0,Red,21-01-2032,15-04-2033,Oriental Insurance,Toyota,DEACTIVE,31-01-2012,MH,2007,personal,18-10-2031
CG 53 JZ 4512,yes,4,White,26-11-2024,26-02-2033,Reliance General,Hyundai,DEACTIVE,23-09-2017,CG,2004,commercial,03-01-2029
GJ 27 JM 2122,no,0,Black,18-12-2025,10-02-2031,HDFC ERGO,Maruti Suzuki,ACTIVE,29-02-2016,GJ,2007,commercial,31-03-2027
GJ 48 DR 4351,yes,10,Yellow,09-09-2025,12-05-2026,Bajaj Allianz,Honda,DEACTIVE,11-09-2020,GJ,2002,commercial,31-07-2032
CG 77 LW 5006,yes,10,Black,30-03-2024,25-08-2030,New India Assurance,Maruti Suzuki,DEACTIVE,10-04-2022,CG,2020,personal,16-02-2027
MP 79 JC 4253,no,0,Red,04-05-2025,30-01-2025,Reliance General,Honda,ACTIVE,09-01-2012,MP,2010,personal,28-02-2024
CG 47 AQ 6964,no,0,Black,29-04-2032,29-11-2031,Bajaj Allianz,Hyundai,ACTIVE,21-10-2013,CG,2011,commercial,19-03-2031
ML 55 CB 8061,yes,4,Yellow,29-04-2030,10-11-2030,Tata AIG,Honda,ACTIVE,10-10-2019,ML,2013,personal,26-05-2028
OD 87 SS 6778,no,0,Yellow,13-08-2027,31-12-2030,SBI General,HERO MOTOCORP LTD,DEACTIVE,30-07-2017,OD,2013,personal,03-09-2025
WB 86 XB 4700,yes,1,Black,07-09-2023,18-04-2025,United India Insurance,Toyota,ACTIVE,06-07-2021,WB,2021,personal,29-11-2027
AP 69 TO 2262,no,0,White,08-12-2028,05-03-2033,New India Assurance,Tata Motors,ACTIVE,06-01-2010,AP,2004,commercial,18-09-2031
HR 67 QF 5617,yes,2,Blue,19-08-2031,27-11-2029,SBI General,Tata Motors,DEACTIVE,15-04-2013,HR,2006,personal,05-06-2026
JH 59 YG 7653,no,0,Black,29-01-2031,29-01-2026,HDFC ERGO,Maruti Suzuki,ACTIVE,05-12-2019,JH,2002,commercial,07-08-2023
TS 19 SQ 8478,yes,2,Green,09-03-2024,29-09-2031,SBI General,Tata Motors,ACTIVE,21-05-2016,TS,2015,commercial,23-11-2027
OD 14 CC 5406,no,0,Yellow,12-05-2024,13-05-2026,ICICI LOMBARD,Hyundai,ACTIVE,27-05-2010,OD,2011,commercial,13-10-2030
KA 74 QO 7943,no,0,White,27-12-2027,27-03-2032,Tata AIG,Toyota,ACTIVE,29-06-2012,KA,2006,commercial,28-03-2029
ML 74 FF 7820,yes,7,Green,14-07-2033,20-11-2025,United India Insurance,Maruti Suzuki,DEACTIVE,02-11-2022,ML,2020,personal,29-07-2025
AS 25 QC 8502,no,0,Black,18-05-2028,19-03-2032,Bajaj Allianz,Toyota,ACTIVE,23-05-2014,AS,2005,personal,08-12-2032
ML 90 JX 2779,no,0,Green,22-07-2032,30-07-2032,New India Assurance,Tata Motors,DEACTIVE,12-08-2015,ML,2010,personal,09-09-2032
HP 44 QE 3592,no,0,Blue,13-07-2028,31-05-2032,Future Generali,Honda,DEACTIVE,18-05-2020,HP,2021,personal,21-10-2032
TS 18 XN 3915,no,0,Blue,10-09-2028,16-11-2026,Reliance General,Maruti Suzuki,ACTIVE,22-01-2018,TS,2010,personal,10-03-2028
TR 70 BY 2253,no,0,Silver,21-05-2032,18-10-2031,Tata AIG,HERO MOTOCORP LTD,ACTIVE,10-10-2018,TR,2009,personal,10-10-2028
MN 49 QA 9254,no,0,Red,22-02-2026,16-02-2024,ICICI LOMBARD,Hyundai,DEACTIVE,08-04-2013,MN,2018,personal,08-07-2028
KL 89 CG 5869,yes,7,Silver,03-01-2031,25-01-2029,ICICI LOMBARD,Hyundai,ACTIVE,14-09-2020,KL,2018,personal,01-05-2024
MN 85 IO 7585,yes,7,Blue,04-08-2027,25-04-2031,Tata AIG,Toyota,ACTIVE,02-08-2013,MN,2007,commercial,05-02-2025
HP 33 EG 2377,no,0,Black,22-11-2024,23-11-2030,Oriental Insurance,HERO MOTOCORP LTD,ACTIVE,05-04-2016,HP,2016,commercial,22-11-2023
ML 39 KI 9406,no,0,Yellow,08-03-2031,22-10-2031,HDFC ERGO,Honda,ACTIVE,27-01-2021,ML,2014,commercial,18-12-2029
TS 58 TP 9197,no,0,Yellow,21-05-2031,07-02-2027,Tata AIG,Toyota,DEACTIVE,22-06-2010,TS,2012,commercial,05-04-2026
AP 35 LG 3346,yes,5,Green,13-08-2028,26-07-2032,Reliance General,HERO MOTOCORP LTD,ACTIVE,27-12-2012,AP,2000,commercial,13-04-2024
TN 78 OB 8757,yes,9,Yellow,07-09-2031,17-06-2030,ICICI LOMBARD,Honda,ACTIVE,01-11-2021,TN,2010,personal,05-03-2025
AR 73 OI 5339,yes,9,Silver,23-12-2023,20-05-2028,United India Insurance,Hyundai,ACTIVE,06-03-2013,AR,2016,personal,20-02-2031
